parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=gent ultimaPalavraA=naum primeiraPalavraB=huuunnn ultimaPalavraB=huuunnn mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=ser ultimaPalavraA=seman primeiraPalavraB=huuunnn ultimaPalavraB=huuunnn mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=pattttyyy ultimaPalavraA=4 primeiraPalavraB=huuunnn ultimaPalavraB=huuunnn mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=doming ultimaPalavraA=hor primeiraPalavraB=doming ultimaPalavraB=hor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=huuunnn ultimaPalavraA=huuunnn primeiraPalavraB=doming ultimaPalavraB=hor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=1 primeiraPalavraA=sab ultimaPalavraA=minh primeiraPalavraB=doming ultimaPalavraB=hor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=kkk ultimaPalavraA=pq primeiraPalavraB=doming ultimaPalavraB=hor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=sab ultimaPalavraA=hra primeiraPalavraB=doming ultimaPalavraB=hor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=blz ultimaPalavraA=msm primeiraPalavraB=doming ultimaPalavraB=hor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=q ultimaPalavraA=lah primeiraPalavraB=doming ultimaPalavraB=hor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=sim ultimaPalavraA=tb primeiraPalavraB=doming ultimaPalavraB=hor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=gent ultimaPalavraA=naum primeiraPalavraB=doming ultimaPalavraB=hor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=ser ultimaPalavraA=seman primeiraPalavraB=doming ultimaPalavraB=hor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=pattttyyy ultimaPalavraA=4 primeiraPalavraB=doming ultimaPalavraB=hor mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=noss ultimaPalavraA=msm primeiraPalavraB=noss ultimaPalavraB=msm mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=doming ultimaPalavraA=hor primeiraPalavraB=noss ultimaPalavraB=msm mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=huuunnn ultimaPalavraA=huuunnn primeiraPalavraB=noss ultimaPalavraB=msm mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=sab ultimaPalavraA=minh primeiraPalavraB=noss ultimaPalavraB=msm mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=kkk ultimaPalavraA=pq primeiraPalavraB=noss ultimaPalavraB=msm mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=sab ultimaPalavraA=hra primeiraPalavraB=noss ultimaPalavraB=msm mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=blz ultimaPalavraA=msm primeiraPalavraB=noss ultimaPalavraB=msm mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=q ultimaPalavraA=lah primeiraPalavraB=noss ultimaPalavraB=msm mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=sim ultimaPalavraA=tb primeiraPalavraB=noss ultimaPalavraB=msm mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=gent ultimaPalavraA=naum primeiraPalavraB=noss ultimaPalavraB=msm mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=ser ultimaPalavraA=seman primeiraPalavraB=noss ultimaPalavraB=msm mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=pattttyyy ultimaPalavraA=4 primeiraPalavraB=noss ultimaPalavraB=msm mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=sext ultimaPalavraA=q primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=noss ultimaPalavraA=msm primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=doming ultimaPalavraA=hor primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=huuunnn ultimaPalavraA=huuunnn primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=sab ultimaPalavraA=minh primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=kkk ultimaPalavraA=pq primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=sab ultimaPalavraA=hra primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=blz ultimaPalavraA=msm primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=q ultimaPalavraA=lah primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=sim ultimaPalavraA=tb primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=gent ultimaPalavraA=naum primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=ser ultimaPalavraA=seman primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=pattttyyy ultimaPalavraA=4 primeiraPalavraB=sext ultimaPalavraB=q mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=vcs ultimaPalavraA=cois primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=sext ultimaPalavraA=q primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=noss ultimaPalavraA=msm primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=doming ultimaPalavraA=hor primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=huuunnn ultimaPalavraA=huuunnn primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=sab ultimaPalavraA=minh primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=kkk ultimaPalavraA=pq primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=sab ultimaPalavraA=hra primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=blz ultimaPalavraA=msm primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=q ultimaPalavraA=lah primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=sim ultimaPalavraA=tb primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=gent ultimaPalavraA=naum primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=ser ultimaPalavraA=seman primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=pattttyyy ultimaPalavraA=4 primeiraPalavraB=vcs ultimaPalavraB=cois mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=ah ultimaPalavraA=sext primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=vcs ultimaPalavraA=cois primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=sext ultimaPalavraA=q primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=noss ultimaPalavraA=msm primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=doming ultimaPalavraA=hor primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=huuunnn ultimaPalavraA=huuunnn primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=sab ultimaPalavraA=minh primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=kkk ultimaPalavraA=pq primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=sab ultimaPalavraA=hra primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=blz ultimaPalavraA=msm primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=q ultimaPalavraA=lah primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=sim ultimaPalavraA=tb primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=gent ultimaPalavraA=naum primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=ser ultimaPalavraA=seman primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=pattttyyy ultimaPalavraA=4 primeiraPalavraB=ah ultimaPalavraB=sext mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=heheh ultimaPalavraA=suger primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=ah ultimaPalavraA=sext primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=vcs ultimaPalavraA=cois primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=sext ultimaPalavraA=q primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=noss ultimaPalavraA=msm primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=doming ultimaPalavraA=hor primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=huuunnn ultimaPalavraA=huuunnn primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=sab ultimaPalavraA=minh primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=kkk ultimaPalavraA=pq primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=sab ultimaPalavraA=hra primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=blz ultimaPalavraA=msm primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=q ultimaPalavraA=lah primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=sim ultimaPalavraA=tb primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=gent ultimaPalavraA=naum primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=ser ultimaPalavraA=seman primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=pattttyyy ultimaPalavraA=4 primeiraPalavraB=heheh ultimaPalavraB=suger mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=ng ultimaPalavraA=rs primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=heheh ultimaPalavraA=suger primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=ah ultimaPalavraA=sext primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=vcs ultimaPalavraA=cois primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=sext ultimaPalavraA=q primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=noss ultimaPalavraA=msm primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=doming ultimaPalavraA=hor primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=huuunnn ultimaPalavraA=huuunnn primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=sab ultimaPalavraA=minh primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=kkk ultimaPalavraA=pq primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=sab ultimaPalavraA=hra primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=blz ultimaPalavraA=msm primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=q ultimaPalavraA=lah primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=sim ultimaPalavraA=tb primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=gent ultimaPalavraA=naum primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=ser ultimaPalavraA=seman primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=pattttyyy ultimaPalavraA=4 primeiraPalavraB=ng ultimaPalavraB=rs mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=kkk ultimaPalavraA=aff primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=ng ultimaPalavraA=rs primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=heheh ultimaPalavraA=suger primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=ah ultimaPalavraA=sext primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=vcs ultimaPalavraA=cois primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=sext ultimaPalavraA=q primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=noss ultimaPalavraA=msm primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=doming ultimaPalavraA=hor primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=huuunnn ultimaPalavraA=huuunnn primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=sab ultimaPalavraA=minh primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=kkk ultimaPalavraA=pq primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=sab ultimaPalavraA=hra primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=blz ultimaPalavraA=msm primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=12 primeiraPalavraA=q ultimaPalavraA=lah primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=13 primeiraPalavraA=sim ultimaPalavraA=tb primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=14 primeiraPalavraA=gent ultimaPalavraA=naum primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=15 primeiraPalavraA=ser ultimaPalavraA=seman primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=16 primeiraPalavraA=pattttyyy ultimaPalavraA=4 primeiraPalavraB=kkk ultimaPalavraB=aff mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=pq ultimaPalavraA=tia primeiraPalavraB=pq ultimaPalavraB=tia mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=kkk ultimaPalavraA=aff primeiraPalavraB=pq ultimaPalavraB=tia mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=ng ultimaPalavraA=rs primeiraPalavraB=pq ultimaPalavraB=tia mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=heheh ultimaPalavraA=suger primeiraPalavraB=pq ultimaPalavraB=tia mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=ah ultimaPalavraA=sext primeiraPalavraB=pq ultimaPalavraB=tia mensagemATemNomeB=false mensagemBTemNomeA=false ?
